id,Class,Sex,Age,Survived
1790,Crew,Male,Adult,Yes
1791,Crew,Male,Adult,Yes
1792,Crew,Male,Adult,Yes
1793,Crew,Male,Adult,Yes
1794,Crew,Male,Adult,Yes
1795,Crew,Male,Adult,Yes
1796,Crew,Male,Adult,Yes
1797,Crew,Male,Adult,Yes
1798,Crew,Male,Adult,Yes
1799,Crew,Male,Adult,Yes
1800,Crew,Male,Adult,Yes
1801,Crew,Male,Adult,Yes
1802,Crew,Male,Adult,Yes
1803,Crew,Male,Adult,Yes
1804,Crew,Male,Adult,Yes
1805,Crew,Male,Adult,Yes
1806,Crew,Male,Adult,Yes
1807,Crew,Male,Adult,Yes
1808,Crew,Male,Adult,Yes
1809,Crew,Male,Adult,Yes
1810,Crew,Male,Adult,Yes
1811,Crew,Male,Adult,Yes
1812,Crew,Male,Adult,Yes
1813,Crew,Male,Adult,Yes
1814,Crew,Male,Adult,Yes
1815,Crew,Male,Adult,Yes
1816,Crew,Male,Adult,Yes
1817,Crew,Male,Adult,Yes
1818,Crew,Male,Adult,Yes
1819,Crew,Male,Adult,Yes
1820,Crew,Male,Adult,Yes
1821,Crew,Male,Adult,Yes
1822,Crew,Male,Adult,Yes
1823,Crew,Male,Adult,Yes
1824,Crew,Male,Adult,Yes
1825,Crew,Male,Adult,Yes
1826,Crew,Male,Adult,Yes
1827,Crew,Male,Adult,Yes
1828,Crew,Male,Adult,Yes
1829,Crew,Male,Adult,Yes
1830,Crew,Male,Adult,Yes
1831,Crew,Male,Adult,Yes
1832,Crew,Male,Adult,Yes
1833,Crew,Male,Adult,Yes
1834,Crew,Male,Adult,Yes
1835,Crew,Male,Adult,Yes
1836,Crew,Male,Adult,Yes
1837,Crew,Male,Adult,Yes
1838,Crew,Male,Adult,Yes
1839,Crew,Male,Adult,Yes
1840,Crew,Male,Adult,Yes
1841,Crew,Male,Adult,Yes
1842,Crew,Male,Adult,Yes
1843,Crew,Male,Adult,Yes
1844,Crew,Male,Adult,Yes
1845,Crew,Male,Adult,Yes
1846,Crew,Male,Adult,Yes
1847,Crew,Male,Adult,Yes
1848,Crew,Male,Adult,Yes
1849,Crew,Male,Adult,Yes
1850,Crew,Male,Adult,Yes
1851,Crew,Male,Adult,Yes
1852,Crew,Male,Adult,Yes
1853,Crew,Male,Adult,Yes
1854,Crew,Male,Adult,Yes
1855,Crew,Male,Adult,Yes
1856,Crew,Male,Adult,Yes
1857,Crew,Male,Adult,Yes
1858,Crew,Male,Adult,Yes
1859,Crew,Male,Adult,Yes
1860,Crew,Male,Adult,Yes
1861,Crew,Male,Adult,Yes
1862,Crew,Male,Adult,Yes
1863,Crew,Male,Adult,Yes
1864,Crew,Male,Adult,Yes
1865,Crew,Male,Adult,Yes
1866,Crew,Male,Adult,Yes
1867,Crew,Male,Adult,Yes
1868,Crew,Male,Adult,Yes
1869,Crew,Male,Adult,Yes
1870,Crew,Male,Adult,Yes
1871,Crew,Male,Adult,Yes
1872,Crew,Male,Adult,Yes
1873,Crew,Male,Adult,Yes
1874,Crew,Male,Adult,Yes
1875,Crew,Male,Adult,Yes
1876,Crew,Male,Adult,Yes
1877,Crew,Male,Adult,Yes
1878,Crew,Male,Adult,Yes
1879,Crew,Male,Adult,Yes
1880,Crew,Male,Adult,Yes
1881,Crew,Male,Adult,Yes
1882,Crew,Male,Adult,Yes
1883,Crew,Male,Adult,Yes
1884,Crew,Male,Adult,Yes
1885,Crew,Male,Adult,Yes
1886,1st,Female,Adult,Yes
1887,1st,Female,Adult,Yes
1888,1st,Female,Adult,Yes
1889,1st,Female,Adult,Yes
1890,1st,Female,Adult,Yes
1891,1st,Female,Adult,Yes
1892,1st,Female,Adult,Yes
1893,1st,Female,Adult,Yes
1894,1st,Female,Adult,Yes
1895,1st,Female,Adult,Yes
1896,1st,Female,Adult,Yes
1897,1st,Female,Adult,Yes
1898,1st,Female,Adult,Yes
1899,1st,Female,Adult,Yes
1900,1st,Female,Adult,Yes
1901,1st,Female,Adult,Yes
1902,1st,Female,Adult,Yes
1903,1st,Female,Adult,Yes
1904,1st,Female,Adult,Yes
1905,1st,Female,Adult,Yes
1906,1st,Female,Adult,Yes
1907,1st,Female,Adult,Yes
1908,1st,Female,Adult,Yes
1909,1st,Female,Adult,Yes
1910,1st,Female,Adult,Yes
1911,1st,Female,Adult,Yes
1912,1st,Female,Adult,Yes
1913,1st,Female,Adult,Yes
1914,1st,Female,Adult,Yes
1915,1st,Female,Adult,Yes
1916,1st,Female,Adult,Yes
1917,1st,Female,Adult,Yes
1918,1st,Female,Adult,Yes
1919,1st,Female,Adult,Yes
1920,1st,Female,Adult,Yes
1921,1st,Female,Adult,Yes
1922,1st,Female,Adult,Yes
1923,1st,Female,Adult,Yes
1924,1st,Female,Adult,Yes
1925,1st,Female,Adult,Yes
1926,1st,Female,Adult,Yes
1927,1st,Female,Adult,Yes
1928,1st,Female,Adult,Yes
1929,1st,Female,Adult,Yes
1930,1st,Female,Adult,Yes
1931,1st,Female,Adult,Yes
1932,1st,Female,Adult,Yes
1933,1st,Female,Adult,Yes
1934,1st,Female,Adult,Yes
1935,1st,Female,Adult,Yes
1936,1st,Female,Adult,Yes
1937,1st,Female,Adult,Yes
1938,1st,Female,Adult,Yes
1939,1st,Female,Adult,Yes
1940,1st,Female,Adult,Yes
1941,1st,Female,Adult,Yes
1942,1st,Female,Adult,Yes
1943,1st,Female,Adult,Yes
1944,1st,Female,Adult,Yes
1945,1st,Female,Adult,Yes
1946,1st,Female,Adult,Yes
1947,1st,Female,Adult,Yes
1948,1st,Female,Adult,Yes
1949,1st,Female,Adult,Yes
1950,1st,Female,Adult,Yes
1951,1st,Female,Adult,Yes
1952,1st,Female,Adult,Yes
1953,1st,Female,Adult,Yes
1954,1st,Female,Adult,Yes
1955,1st,Female,Adult,Yes
1956,1st,Female,Adult,Yes
1957,1st,Female,Adult,Yes
1958,1st,Female,Adult,Yes
1959,1st,Female,Adult,Yes
1960,1st,Female,Adult,Yes
1961,1st,Female,Adult,Yes
1962,1st,Female,Adult,Yes
1963,1st,Female,Adult,Yes
1964,1st,Female,Adult,Yes
1965,1st,Female,Adult,Yes
1966,1st,Female,Adult,Yes
1967,1st,Female,Adult,Yes
1968,1st,Female,Adult,Yes
1969,1st,Female,Adult,Yes
1970,1st,Female,Adult,Yes
1971,1st,Female,Adult,Yes
1972,1st,Female,Adult,Yes
1973,1st,Female,Adult,Yes
1974,1st,Female,Adult,Yes
1975,1st,Female,Adult,Yes
1976,1st,Female,Adult,Yes
1977,1st,Female,Adult,Yes
1978,1st,Female,Adult,Yes
1979,1st,Female,Adult,Yes
1980,1st,Female,Adult,Yes
1981,1st,Female,Adult,Yes
1982,1st,Female,Adult,Yes
1983,1st,Female,Adult,Yes
1984,1st,Female,Adult,Yes
1985,1st,Female,Adult,Yes
1986,1st,Female,Adult,Yes
1987,1st,Female,Adult,Yes
1988,1st,Female,Adult,Yes
1989,1st,Female,Adult,Yes
1990,1st,Female,Adult,Yes
1991,1st,Female,Adult,Yes
1992,1st,Female,Adult,Yes
1993,1st,Female,Adult,Yes
1994,1st,Female,Adult,Yes
1995,1st,Female,Adult,Yes
1996,1st,Female,Adult,Yes
1997,1st,Female,Adult,Yes
1998,1st,Female,Adult,Yes
1999,1st,Female,Adult,Yes
2e3,1st,Female,Adult,Yes
2001,1st,Female,Adult,Yes
2002,1st,Female,Adult,Yes
2003,1st,Female,Adult,Yes
2004,1st,Female,Adult,Yes
2005,1st,Female,Adult,Yes
2006,1st,Female,Adult,Yes
2007,1st,Female,Adult,Yes
2008,1st,Female,Adult,Yes
2009,1st,Female,Adult,Yes
2010,1st,Female,Adult,Yes
2011,1st,Female,Adult,Yes
2012,1st,Female,Adult,Yes
2013,1st,Female,Adult,Yes
2014,1st,Female,Adult,Yes
2015,1st,Female,Adult,Yes
2016,1st,Female,Adult,Yes
2017,1st,Female,Adult,Yes
2018,1st,Female,Adult,Yes
2019,1st,Female,Adult,Yes
2020,1st,Female,Adult,Yes
2021,1st,Female,Adult,Yes
2022,1st,Female,Adult,Yes
2023,1st,Female,Adult,Yes
2024,1st,Female,Adult,Yes
2025,1st,Female,Adult,Yes
2026,2nd,Female,Adult,Yes
2027,2nd,Female,Adult,Yes
2028,2nd,Female,Adult,Yes
2029,2nd,Female,Adult,Yes
2030,2nd,Female,Adult,Yes
2031,2nd,Female,Adult,Yes
2032,2nd,Female,Adult,Yes
2033,2nd,Female,Adult,Yes
2034,2nd,Female,Adult,Yes
2035,2nd,Female,Adult,Yes
2036,2nd,Female,Adult,Yes
2037,2nd,Female,Adult,Yes
2038,2nd,Female,Adult,Yes
2039,2nd,Female,Adult,Yes
2040,2nd,Female,Adult,Yes
2041,2nd,Female,Adult,Yes
2042,2nd,Female,Adult,Yes
2043,2nd,Female,Adult,Yes
2044,2nd,Female,Adult,Yes
2045,2nd,Female,Adult,Yes
2046,2nd,Female,Adult,Yes
2047,2nd,Female,Adult,Yes
2048,2nd,Female,Adult,Yes
2049,2nd,Female,Adult,Yes
2050,2nd,Female,Adult,Yes
2051,2nd,Female,Adult,Yes
2052,2nd,Female,Adult,Yes
2053,2nd,Female,Adult,Yes
2054,2nd,Female,Adult,Yes
2055,2nd,Female,Adult,Yes
2056,2nd,Female,Adult,Yes
2057,2nd,Female,Adult,Yes
2058,2nd,Female,Adult,Yes
2059,2nd,Female,Adult,Yes
2060,2nd,Female,Adult,Yes
2061,2nd,Female,Adult,Yes
2062,2nd,Female,Adult,Yes
2063,2nd,Female,Adult,Yes
2064,2nd,Female,Adult,Yes
2065,2nd,Female,Adult,Yes
2066,2nd,Female,Adult,Yes
2067,2nd,Female,Adult,Yes
2068,2nd,Female,Adult,Yes
2069,2nd,Female,Adult,Yes
2070,2nd,Female,Adult,Yes
2071,2nd,Female,Adult,Yes
2072,2nd,Female,Adult,Yes
2073,2nd,Female,Adult,Yes
2074,2nd,Female,Adult,Yes
2075,2nd,Female,Adult,Yes
2076,2nd,Female,Adult,Yes
2077,2nd,Female,Adult,Yes
2078,2nd,Female,Adult,Yes
2079,2nd,Female,Adult,Yes
2080,2nd,Female,Adult,Yes
2081,2nd,Female,Adult,Yes
2082,2nd,Female,Adult,Yes
2083,2nd,Female,Adult,Yes
2084,2nd,Female,Adult,Yes
2085,2nd,Female,Adult,Yes
2086,2nd,Female,Adult,Yes
2087,2nd,Female,Adult,Yes
2088,2nd,Female,Adult,Yes
2089,2nd,Female,Adult,Yes
2090,2nd,Female,Adult,Yes
2091,2nd,Female,Adult,Yes
2092,2nd,Female,Adult,Yes
2093,2nd,Female,Adult,Yes
2094,2nd,Female,Adult,Yes
2095,2nd,Female,Adult,Yes
2096,2nd,Female,Adult,Yes
2097,2nd,Female,Adult,Yes
2098,2nd,Female,Adult,Yes
2099,2nd,Female,Adult,Yes
2100,2nd,Female,Adult,Yes
2101,2nd,Female,Adult,Yes
2102,2nd,Female,Adult,Yes
2103,2nd,Female,Adult,Yes
2104,2nd,Female,Adult,Yes
2105,2nd,Female,Adult,Yes
2106,3rd,Female,Adult,Yes
2107,3rd,Female,Adult,Yes
2108,3rd,Female,Adult,Yes
2109,3rd,Female,Adult,Yes
2110,3rd,Female,Adult,Yes
2111,3rd,Female,Adult,Yes
2112,3rd,Female,Adult,Yes
2113,3rd,Female,Adult,Yes
2114,3rd,Female,Adult,Yes
2115,3rd,Female,Adult,Yes
2116,3rd,Female,Adult,Yes
2117,3rd,Female,Adult,Yes
2118,3rd,Female,Adult,Yes
2119,3rd,Female,Adult,Yes
2120,3rd,Female,Adult,Yes
2121,3rd,Female,Adult,Yes
2122,3rd,Female,Adult,Yes
2123,3rd,Female,Adult,Yes
2124,3rd,Female,Adult,Yes
2125,3rd,Female,Adult,Yes
2126,3rd,Female,Adult,Yes
2127,3rd,Female,Adult,Yes
2128,3rd,Female,Adult,Yes
2129,3rd,Female,Adult,Yes
2130,3rd,Female,Adult,Yes
2131,3rd,Female,Adult,Yes
2132,3rd,Female,Adult,Yes
2133,3rd,Female,Adult,Yes
2134,3rd,Female,Adult,Yes
2135,3rd,Female,Adult,Yes
2136,3rd,Female,Adult,Yes
2137,3rd,Female,Adult,Yes
2138,3rd,Female,Adult,Yes
2139,3rd,Female,Adult,Yes
2140,3rd,Female,Adult,Yes
2141,3rd,Female,Adult,Yes
2142,3rd,Female,Adult,Yes
2143,3rd,Female,Adult,Yes
2144,3rd,Female,Adult,Yes
2145,3rd,Female,Adult,Yes
2146,3rd,Female,Adult,Yes
2147,3rd,Female,Adult,Yes
2148,3rd,Female,Adult,Yes
2149,3rd,Female,Adult,Yes
2150,3rd,Female,Adult,Yes
2151,3rd,Female,Adult,Yes
2152,3rd,Female,Adult,Yes
2153,3rd,Female,Adult,Yes
2154,3rd,Female,Adult,Yes
2155,3rd,Female,Adult,Yes
2156,3rd,Female,Adult,Yes
2157,3rd,Female,Adult,Yes
2158,3rd,Female,Adult,Yes
2159,3rd,Female,Adult,Yes
2160,3rd,Female,Adult,Yes
2161,3rd,Female,Adult,Yes
2162,3rd,Female,Adult,Yes
2163,3rd,Female,Adult,Yes
2164,3rd,Female,Adult,Yes
2165,3rd,Female,Adult,Yes
2166,3rd,Female,Adult,Yes
2167,3rd,Female,Adult,Yes
2168,3rd,Female,Adult,Yes
2169,3rd,Female,Adult,Yes
2170,3rd,Female,Adult,Yes
2171,3rd,Female,Adult,Yes
2172,3rd,Female,Adult,Yes
2173,3rd,Female,Adult,Yes
2174,3rd,Female,Adult,Yes
2175,3rd,Female,Adult,Yes
2176,3rd,Female,Adult,Yes
2177,3rd,Female,Adult,Yes
2178,3rd,Female,Adult,Yes
2179,3rd,Female,Adult,Yes
2180,3rd,Female,Adult,Yes
2181,3rd,Female,Adult,Yes
2182,Crew,Female,Adult,Yes
2183,Crew,Female,Adult,Yes
2184,Crew,Female,Adult,Yes
2185,Crew,Female,Adult,Yes
2186,Crew,Female,Adult,Yes
2187,Crew,Female,Adult,Yes
2188,Crew,Female,Adult,Yes
2189,Crew,Female,Adult,Yes
2190,Crew,Female,Adult,Yes
2191,Crew,Female,Adult,Yes
2192,Crew,Female,Adult,Yes
2193,Crew,Female,Adult,Yes
2194,Crew,Female,Adult,Yes
2195,Crew,Female,Adult,Yes
2196,Crew,Female,Adult,Yes
2197,Crew,Female,Adult,Yes
2198,Crew,Female,Adult,Yes
2199,Crew,Female,Adult,Yes
2200,Crew,Female,Adult,Yes
2201,Crew,Female,Adult,Yes
